Date,Mean Temp C,Mean Min Temp C,Mean Max Temp C,Abs Min Temp C,Abs Max Temp C,Projected
2017-03-27,15.068966572270323,10.739048781686597,19.82543532249498,-0.6,30.0,False
2017-03-26,14.298306454220848,10.010741620880623,18.862880558751357,-4.4,28.9,False
2017-03-25,14.817751268233545,10.453646411281683,19.259508472936254,-2.2,27.8,False
2017-03-24,14.592047489626314,9.026689273444102,20.499453597170806,-5.0,27.2,False
2017-03-23,11.392709365487635,5.85900099888874,17.146257756789442,-10.6,30.0,False
2017-03-22,11.783623706232905,7.16138777012055,16.65662003865875,-8.3,29.4,False
2017-03-21,15.55626788826425,10.925007454024293,21.12793265354456,-3.9,33.9,False
2017-03-20,14.828792912570316,9.675539775301475,20.461886895519214,-2.2,34.4,False
2017-03-19,13.259199529104505,8.257864070674923,18.94087489542365,-2.8,34.4,False
2017-03-18,13.458772964426293,9.147476557284003,18.747454081568797,-9.4,34.4,False
2017-03-17,12.528727758285806,6.848903471704989,18.532906866964193,-11.7,33.9,False
2017-03-16,9.810729982149216,4.209758050025305,15.519423505381184,-8.9,33.9,False
2017-03-15,7.626849080177894,3.028951071333479,12.841898073282149,-11.1,32.8,False
2017-03-14,8.343082417920634,3.1302774460736114,13.842110554856216,-12.2,33.9,False
2017-03-13,8.30288056333793,3.7270722274103094,14.067586152202685,-14.4,33.3,False
2017-03-10,8.058393817961127,3.479886800261265,13.310160711598668,-15.6,33.3,True
2017-03-11,7.918418280954298,3.305546309222603,12.691433186638184,-15.6,30.495793702853398,False
2017-03-10,11.344161524338492,6.038265623216356,16.80428584340241,-15.0,30.6,False
2017-03-09,14.780877579037202,8.41322569838444,20.79537519426387,-7.8,30.0,False
2017-03-08,14.081804590906644,7.99346116847462,19.99858135908144,-5.6,29.4,False
2017-03-07,12.919399966207667,7.410379407623873,18.263940908872772,-5.6,26.7,False
2017-03-06,11.931764227748033,7.1126081502682,16.517904638825193,-12.8,28.3,False
2017-03-05,8.632528346031988,3.645527760227625,13.29960115647188,-14.4,23.069190718268285,False
2017-03-04,8.042751921969657,3.13759309969422,13.155625956101161,-13.9,25.6,False
